steming_data,Sentiment,tokenized_tweet
celoteh jujur bocil tantang bpk2 tua telanjang dada nasi box lokasi kerja disamain makan siang gratis hadehh logika,Netral,"[10174, 191, 524, 1260, 4093, 101, 1328, 1201, 30, 78, 537, 39, 1003, 1, 3, 2, 3238, 608]"
nasi box makan siang gratis beda kualitas ya kali orang asih nasi box artis nasi box 10ribuan,Positif,"[30, 78, 1, 3, 2, 74, 106, 6, 86, 11, 92, 30, 78, 184, 30, 78, 3126]"
lamalama benar muncul juang revolusi gen alpha beta paksa konsumsi makan siang gratis,Negatif,"[2913, 190, 398, 1015, 2398, 840, 1797, 5717, 112, 798, 1, 3, 2]"
isu anggar komentar pakar program makan siang gratis urgensi isu potensi korupsi orang pilih marahin bocil jujur truly cema,Negatif,"[238, 19, 323, 3681, 4, 1, 3, 2, 901, 238, 726, 62, 11, 46, 1918, 524, 191, 4139, 12896]"
inti makan siang gratis gizi syukur syukur makan gizi,Positif,"[596, 1, 3, 2, 5, 59, 59, 1, 5]"
aspirasi rakyat wakil dprd dpr salah urunansumbanganpartisipasi makan siang gratis wakil,Netral,"[2915, 12, 386, 1070, 239, 54, 13231, 1, 3, 2, 386]"
meh lepas wujud libat masyarakat program makan siang gratis efisiensi aspek manfaat,Netral,"[0, 852, 218, 400, 58, 4, 1, 3, 2, 759, 2339, 105]"
makan siang gratis bentar bubar duid konsentrasi hukum ganti kapolri investasi masuk lapang kerja buka orang kerja orang tua belikan anak makan siang ekonomi jalan pusing apbn,Negatif,"[1, 3, 2, 1300, 622, 3165, 1471, 396, 115, 3532, 391, 79, 199, 39, 180, 11, 39, 11, 101, 1987, 7, 1, 3, 95, 40, 432, 121]"
hmmmmm beda objektif bilang beda nasi box orang syuting makan siang gratis harga ceban gaya songong n blagu banget ya sih dedi,Positif,"[8264, 74, 2129, 42, 74, 30, 78, 11, 229, 1, 3, 2, 49, 2918, 1189, 3472, 513, 8265, 20, 6, 10, 1248]"
ambil makan siang gratis jalan rusak infrastruktur hancur papa dah program unggul presiden jalan bebassssss bebass,Netral,"[133, 1, 3, 2, 40, 547, 463, 821, 2061, 880, 4, 310, 32, 40, 11160, 11161]"
makan makan angin komentar contoh gua makan siang amp malam gratis kantor salah bentuk kayak gin makan pilih amp suka,Negatif,"[1, 1, 1816, 323, 326, 77, 1, 3, 64, 298, 2, 349, 54, 224, 15, 81, 1, 46, 64, 102]"
ngebandingin makan siang gratis nasi box programtv aco makan siang gratis mentok 1015k pangkas under 10k nasi programtv harga segitu,Positif,"[2468, 1, 3, 2, 30, 78, 5210, 2057, 1, 3, 2, 2281, 10416, 590, 2501, 319, 30, 5210, 49, 666]"
jalan program makan siang gratis ya paksa tiada beres malu gengsi politikus indonesia umbar janji janji belaka koqsokor njeplak cangkeme,Netral,"[40, 4, 1, 3, 2, 6, 112, 1009, 1125, 251, 714, 3316, 14, 2944, 67, 67, 4036, 7440, 3271, 7441]"
lucu ya loh larang komentar makan siang gratis sekolah anak like what the heck meeeeennnnn komentar mbak makan siang gratis,Positif,"[284, 6, 230, 777, 323, 1, 3, 2, 8, 7, 1272, 1193, 212, 5001, 9543, 323, 9, 1, 3, 2]"
jilat dalem botak makan siang gratis makan siang hutang bilang gratis bayar hutang lidah beda selera enak paksa bilang enak lidah kau jajah anak polos beda orang tua kaum jilat tantrum,Negatif,"[543, 2828, 242, 1, 3, 2, 1, 3, 149, 42, 2, 44, 149, 1245, 74, 457, 31, 112, 42, 31, 1245, 345, 1570, 7, 3619, 74, 11, 101, 629, 543, 2286]"
menu box syuting enak makan siang gratis,Positif,"[25, 78, 229, 31, 1, 3, 2]"
orang susah makan ya cari kerja layak makan siang gratis lupa bikin lapang kerja masyarakat,Positif,"[11, 166, 1, 6, 99, 39, 88, 1, 3, 2, 308, 23, 199, 39, 58]"
makan siang gratis masuk kota ane cuman mitos,Negatif,"[1, 3, 2, 79, 179, 1578, 206, 11191]"
prgram makan siang gratis 2 minggu muncul dijalanin sih mending pikir ulang,Positif,"[10895, 1, 3, 2, 84, 350, 398, 1554, 10, 43, 68, 583]"
perintah tanggung program makan siang gizi harga tegur sedia makan gratis tanggung bikin makan gizi ya harga ya salah prabski,Positif,"[13, 369, 4, 1, 3, 5, 49, 4391, 197, 1, 2, 369, 23, 1, 5, 6, 49, 6, 54, 1967]"
om racun makan siang gratis om anak om racun pas makan nasi box serius om,Positif,"[202, 70, 1, 3, 2, 202, 7, 202, 70, 83, 1, 30, 78, 346, 202]"
dijejerin fakta orang tua amanah kasih uang katai iri makan siang gratis uang ya kasih uang langsung jiwa sombhonggg ku kapai iriin mbak bekal anak mevvah,Positif,"[11709, 446, 11, 101, 1207, 17, 26, 660, 1381, 1, 3, 2, 26, 6, 17, 26, 110, 2268, 11710, 302, 379, 11711, 9, 279, 7, 4995]"
point utama makan siang gratis sih penuh gizi imbang makan kaum duafa penuh gizi capai asih makan kaum duafa sasar anak sekolah susah makan,Netral,"[964, 273, 1, 3, 2, 10, 97, 5, 528, 1, 629, 3713, 97, 5, 532, 92, 1, 629, 3713, 198, 7, 8, 166, 1]"
habis komentar orang makan siang gratis murid uang serang personal tau anak ku sekolah sekolah elite laku sdm rendah mental misqueen,Positif,"[87, 323, 11, 1, 3, 2, 186, 26, 571, 2994, 51, 7, 302, 8, 8, 4788, 292, 484, 487, 768, 11712]"
perintah kagak peduli fix sih cerdas rakyat makan siang gratis,Netral,"[13, 175, 405, 3531, 10, 188, 12, 1, 3, 2]"
makan siang perintah gue suka orang bikin narasi kayak program semata2 makan gratis lihat anggar laksana potensi korupsi program cocok terap indonesia perintah korup,Netral,"[1, 3, 13, 16, 102, 11, 23, 711, 15, 4, 6174, 1, 2, 33, 19, 109, 726, 62, 4, 368, 492, 14, 13, 373]"
jiaaah takut kalah saing tuh sarap simpel murah biaya rendah jalan lancar makan siang gratis berat makan stunting kemarin ya gizi sarap gratis roti,Positif,"[7224, 343, 461, 716, 29, 214, 1604, 276, 57, 487, 40, 916, 1, 3, 2, 717, 1, 118, 120, 6, 5, 214, 2, 1859]"
makan siang gratis anak sekolah lu lawak,Positif,"[1, 3, 2, 7, 8, 331, 1434]"
kasih pangkat rezim gua nolak keras makan siang gratis maksa naikin pajak,Negatif,"[17, 2650, 503, 77, 721, 526, 1, 3, 2, 444, 468, 34]"
daerah ku makan siang gratis wkwkwk daerah jogja,Positif,"[91, 302, 1, 3, 2, 257, 91, 1306]"
makan siang gratis,Positif,"[1, 3, 2]"
makan catering enak bro catering bro enak makan siang gratis perintah nasi kotak kntr gue bayar kadang menu enak basi ketemu telur lalat gaenak dll,Positif,"[1, 340, 31, 404, 340, 404, 31, 1, 3, 2, 13, 30, 143, 10516, 16, 44, 455, 25, 31, 275, 1190, 554, 10517, 669, 154]"
negara fokus makan siang gratis mulu kayak sila 6,Netral,"[22, 140, 1, 3, 2, 507, 15, 1287, 415]"
gerindra lucu program makan siang gratis paksa uang negara dukung program sarap gratis ide pramonorano paksa,Positif,"[1389, 284, 4, 1, 3, 2, 112, 26, 22, 24, 4, 214, 2, 318, 6549, 112]"
usul bantu makan siang gratis uang sita aset koruptor aset hasil kejahatanya sita bantu makan siang gratis miskin korutor uang tangan rakyat,Positif,"[181, 47, 1, 3, 2, 26, 1058, 910, 215, 910, 60, 7052, 1058, 47, 1, 3, 2, 66, 7053, 26, 471, 12]"
pki alih perhati masyarakat isu occrp terong pagar laut fokus angkat pagar laut terong occrp pusing goreng makan siang gratis negarakalahlawanaguan negarakalahlawanaguan,Netral,"[2135, 128, 374, 58, 238, 993, 1017, 362, 312, 140, 654, 362, 312, 1017, 993, 432, 625, 1, 3, 2, 1291, 1291]"
bilang mati nkri diam ya pas maling harta nkri bebas duit ya program makan siang gratis prabowo dana zakat,Positif,"[42, 393, 1215, 451, 6, 83, 1074, 1147, 1215, 741, 37, 6, 4, 1, 3, 2, 21, 18, 69]"
halo bu program makan siang gratis uang zakat anggar potong,Positif,"[1392, 579, 4, 1, 3, 2, 26, 69, 19, 122]"
gue nasi box layak makan siang gratis perintah wakanda,Positif,"[16, 30, 78, 88, 1, 3, 2, 13, 5311]"
politis jilat super goblok prabowo paksa makan siang gratis meteka diam ribu bahasa gilir orang laksana janji kampanye brisik kayak cacing panas,Negatif,"[1019, 543, 920, 271, 21, 112, 1, 3, 2, 0, 451, 132, 1886, 683, 11, 109, 67, 98, 13009, 15, 3453, 2324]"
rekomendasi makan siang gratis,Positif,"[5055, 1, 3, 2]"
menu makan siang gratis dimasakin chef kenal ya enak menu andal makan siang tuh chicken katsu kare kental,Positif,"[25, 1, 3, 2, 1475, 8833, 834, 6, 31, 25, 829, 1, 3, 29, 2592, 2058, 0, 0]"
sulap omong sok paham ahli gizi tema makan siang gizi gratis aktual lapang makan rendah giziwkwkwkwkwk,Positif,"[2031, 134, 336, 241, 410, 5, 2692, 1, 3, 5, 2, 7584, 199, 1, 487, 7585]"
ya iya nasbox makan anak harga coba banding makan siang gratis anak sekolah 10 rebu,Positif,"[6, 231, 0, 1, 7, 49, 48, 103, 1, 3, 2, 7, 8, 145, 1971]"
anggota dewan pakar tkn prabowogibran drajad wibowo program makan siang gratis defisit anggar apbn lebar preeeetttt,Negatif,"[163, 536, 3681, 2416, 813, 3682, 2847, 4, 1, 3, 2, 931, 19, 121, 2276, 5257]"
baca makan siang gratis tuh tunggu pokok 5 tb2 diledekin makan siang gratis,Positif,"[255, 1, 3, 2, 29, 209, 407, 165, 10013, 3861, 1, 3, 2]"
makan siang gratis biaya zakat,Positif,"[1, 3, 2, 57, 69]"
coba cek rafatar makan siang gratis ya kayak ya,Positif,"[48, 563, 5119, 1, 3, 2, 6, 15, 6]"
video kritik anak anak biar ajar anak sekolah jepang makan siang gratis,Negatif,"[234, 116, 7, 7, 41, 73, 7, 8, 268, 1, 3, 2]"
sudi uang zakat pakai program makan siang gratis,Positif,"[3487, 26, 69, 28, 4, 1, 3, 2]"
hutan habitat harimau rusak alih fungsi kebun sawit harimau hilang wilayah jelajah sumber makan ya mangsa harimau kijang rusa babi hutan dll nasi kotak program makan siang gratis,Positif,"[1166, 4959, 3605, 547, 128, 1518, 3803, 1106, 3605, 381, 392, 9345, 286, 1, 6, 4960, 3605, 9346, 2708, 656, 1166, 154, 30, 143, 4, 1, 3, 2]"
konglomerat nanggung pajak biar beban rakyat makan siang gratis biar perintah tanggung dana ya jalan,Netral,"[1572, 1064, 34, 41, 174, 12, 1, 3, 2, 41, 13, 369, 18, 6, 40]"
makan siang gratis,Positif,"[1, 3, 2]"
nasi box syuting enakminimal proper meal budget nasi box ya minimal 20rb disamain makan siang gratis 10rban,Positif,"[30, 78, 229, 5928, 842, 2871, 170, 30, 78, 6, 364, 2454, 1003, 1, 3, 2, 1366]"
bikin makan siang gratis ngehapus msib goblok taaak botaaak lulus cari makan pakai iya pakai bansos goyang gemoy,Negatif,"[23, 1, 3, 2, 9547, 3152, 271, 9548, 9549, 959, 99, 1, 28, 231, 28, 397, 9550, 855]"
coba dc aska makan siang gratis anak sd pek pek kokanak sd 5,Netral,"[48, 1449, 2293, 1, 3, 2, 7, 80, 5111, 5111, 10046, 80, 165]"
makan siang gratis tiada ramadhan,Positif,"[1, 3, 2, 1009, 3698]"
ikn mangkrak makan siang gratis omong kosong indonesia juara dunia songsong indonesia 2030 bubar,Negatif,"[131, 1298, 1, 3, 2, 134, 887, 14, 1469, 216, 3334, 14, 5354, 622]"
indonesia bingung ya makan siang gratis kalang kabut wkwk,Positif,"[14, 261, 6, 1, 3, 2, 826, 4762, 171]"
omong orang relate lo percaya azka makan sayur buncis 3 pcs lo percaya azka makan telur kotak coba auruh azka makan siang gratis bilang,Positif,"[134, 11, 667, 117, 348, 385, 1, 252, 2688, 107, 0, 117, 348, 385, 1, 554, 143, 48, 0, 385, 1, 3, 2, 42]"
gratis warga suruh bantu biaya program makan siang gratis,Positif,"[2, 162, 65, 47, 57, 4, 1, 3, 2]"
tante tante menu makan siang gratis kemaren2 pisang telur biji doang tante projecting tante heheh tante,Positif,"[2360, 2360, 25, 1, 3, 2, 5143, 1465, 554, 2342, 104, 2360, 12947, 2360, 3429, 2360]"
polrestabes palembang makan siang gratis polsek plaju palembang polrestabes palembang polsek plaju laksana giat makan siang gratis program sosial inisiasi kapolrestabes palembang,Positif,"[718, 431, 1, 3, 2, 530, 1400, 431, 718, 431, 530, 1400, 109, 277, 1, 3, 2, 4, 425, 2621, 2303, 431]"
1 hak terima zakat anak sekolah hamil program makan siang gratis,Positif,"[55, 291, 53, 69, 7, 8, 494, 4, 1, 3, 2]"
om botak pepet circle kuasa ngebacot ngecounter buzzer pro makan siang gratis,Positif,"[202, 242, 13170, 3729, 548, 13171, 13172, 195, 246, 1, 3, 2]"
makan siang gratis tolong ada cek mata kacamata gratis biar melekkk,Netral,"[1, 3, 2, 245, 466, 563, 562, 3205, 2, 41, 9624]"
bangun hambat lapang kerja sedikitpemerintah pikir makan siang gratis negara,Positif,"[108, 1405, 199, 39, 9258, 68, 1, 3, 2, 22]"
ge diam video deddy istri marah marah bela makan siang gratis dikomen anak anak gaenak kayak wkwkwk,Negatif,"[2074, 451, 234, 426, 827, 779, 779, 290, 1, 3, 2, 12936, 7, 7, 669, 15, 257]"
anak kenyang rumah makan siang gratis,Positif,"[7, 258, 76, 1, 3, 2]"
bodoh anjing sih botak beda nasi box artis makan siang gratis goblog goblog,Positif,"[233, 307, 10, 242, 74, 30, 78, 184, 1, 3, 2, 1853, 1853]"
sekolah makan siang gratis sekolah pintar dana paksa mbak dana zakat pakai masyarakat wali murid suruh patungan butuh makan,Positif,"[8, 1, 3, 2, 8, 164, 18, 112, 9, 18, 69, 28, 58, 1388, 186, 65, 559, 45, 1]"
tentara polisi acara makan siang gratis bentuk intimidasi langsung takut nakuti anak anak terima makan siang gratis enak anak anak suara keluh,Netral,"[1141, 609, 556, 1, 3, 2, 224, 1142, 110, 343, 8075, 7, 7, 53, 1, 3, 2, 31, 7, 7, 688, 944]"
ujung ujung nih menkes makan siang gratis,Negatif,"[389, 389, 50, 3884, 1, 3, 2]"
makan gratis apbn kagak biaya makan siang gratis 5th muncul wacana dana zakat makan siang gratis sanggup angkat tangan maksa,Positif,"[1, 2, 121, 175, 57, 1, 3, 2, 3167, 398, 951, 18, 69, 1, 3, 2, 657, 654, 471, 444]"
tuju om deddy vendor makan siang gratis ganti sedia nasi kotak artis biar tumbuh azka,Positif,"[56, 202, 426, 357, 1, 3, 2, 115, 197, 30, 143, 184, 41, 254, 385]"
makan siang gratis unt anak sekolah sesuai 8 asnaf,Positif,"[1, 3, 2, 1790, 7, 8, 129, 546, 2385]"
azka pas kasih menu makan siang gratis kayak badan usop timeskip,Netral,"[385, 83, 17, 25, 1, 3, 2, 15, 342, 7317, 7318]"
program mbak makan siang gratis bijak amp pas kurikulum merdeka bom habis dianggep inovasikemajuan lihat hasil abang,Positif,"[4, 9, 1, 3, 2, 137, 64, 83, 2366, 1796, 722, 87, 4023, 6317, 33, 60, 172]"
generasi micin generasi msg moga makan siang gratis andil indonesia emas,Positif,"[89, 1499, 89, 305, 148, 1, 3, 2, 4964, 14, 240]"
gais nemu konten tiktokig orkestrasi dibuzzerin kabarin gue ya contoh occrp makan siang gratis dll tengs,Positif,"[3159, 1441, 663, 0, 0, 0, 0, 16, 6, 326, 993, 1, 3, 2, 154, 8614]"
ganjangganjing aso makan siang gratis tau,Netral,"[0, 0, 1, 3, 2, 51]"
gue bela perintah salah sisi politis program makan siang gratis cocok sekolah2 masyarakat ya gue tuju bilang enak doang relate rumah makan enak,Positif,"[16, 290, 13, 54, 747, 1019, 4, 1, 3, 2, 368, 858, 58, 6, 16, 56, 42, 31, 104, 667, 76, 1, 31]"
program 02 makan siang gratis deh niat korupsi katering makan siang 10kporsi layak kenyang pesimis ya sadar bobrok sisi dana indonesia perintah jahat,Positif,"[4, 185, 1, 3, 2, 114, 375, 62, 696, 1, 3, 0, 88, 258, 2602, 6, 540, 1393, 747, 18, 14, 13, 889]"
fansnya makmurrr harap makan siang gratis kebel tuh mobil esemka,Positif,"[12151, 12152, 168, 1, 3, 2, 3973, 29, 774, 2140]"
ken banget releate hidup orang anak kasih makan siang gratis nolak bikin geram tuh program mudorat manfaat racun,Positif,"[339, 20, 6808, 135, 11, 7, 17, 1, 3, 2, 721, 23, 3176, 29, 4, 6809, 105, 70]"
bisabisa bandinginnya nasi box artis budgetnya beda makan apple apple kasih makan kayak makan siang gratis serame sekolah protes,Positif,"[4884, 8971, 30, 78, 184, 480, 74, 1, 521, 521, 17, 1, 15, 1, 3, 2, 8972, 8, 253]"
gue tuju banget harga rokok 200 kasih makan siang gratis uang zakat pakai,Positif,"[16, 56, 20, 49, 804, 2273, 17, 1, 3, 2, 26, 69, 28]"
bro ded makan siang gratis biaya pajak rakyat indonesia wajar nilai jujur,Positif,"[404, 632, 1, 3, 2, 57, 34, 12, 14, 412, 249, 191]"
makan siang syukur gratis,Positif,"[1, 3, 59, 2]"
cuman bilang doang cahyadi lo lipet lipet anak orang speak up doang tuh anak anak makan siang gratis korup butuh sekolah gratis fasilitas gratis modern guru kredibel profesional,Positif,"[206, 42, 104, 1760, 117, 5412, 5412, 7, 11, 2807, 337, 104, 29, 7, 7, 1, 3, 2, 373, 45, 8, 2, 354, 2, 2194, 125, 2715, 1744]"
cela takut program hasil program makan siang gratis 10 pintar terima kasih ya prabowo banteng keok amp anak abah,Positif,"[3700, 343, 4, 60, 4, 1, 3, 2, 145, 164, 53, 17, 6, 21, 12634, 4245, 64, 7, 617]"
status anak sekolah bedabeda tugas perintah makan siang 4 sehat 5 sempurna if salah ajar enga suka menu makan gratis enga makan teman butuh makan mubasir lain2nya sisa dapur bagi2kan membuthkan,Negatif,"[1277, 7, 8, 2231, 599, 13, 1, 3, 250, 35, 165, 1153, 1331, 54, 73, 11643, 102, 25, 1, 2, 11643, 1, 504, 45, 1, 0, 0, 584, 201, 0, 0]"
comparing nasi box artis masuk rab produksi dibiayain ph amp makan siang gratis dibiayain apbn ujung pajak aneh,Netral,"[5199, 30, 78, 184, 79, 5335, 893, 3693, 4890, 64, 1, 3, 2, 3693, 121, 389, 34, 153]"
susidi bbm cabut dalih bbm nikmat kayak blt salah sasar terima kayak makan siang gratis msg nikmat anak kayak msg cabut,Negatif,"[8446, 902, 1349, 2587, 902, 220, 15, 1580, 54, 198, 53, 15, 1, 3, 2, 305, 220, 7, 15, 305, 1349]"
kompar komper ngotak ndul makan siang gratis nasi box artis buka berita deh racun,Positif,"[0, 0, 2413, 12142, 1, 3, 2, 30, 78, 184, 180, 204, 114, 70]"
negatif makan siang gratis sekolah duduk diam ndlohom pulang,Positif,"[1096, 1, 3, 2, 8, 832, 451, 5801, 287]"
potong makan siang gratis,Netral,"[122, 1, 3, 2]"
kagak om nama makan siang gratis motong anggar program kagak dibanggabanggakan program problematik,Netral,"[175, 202, 75, 1, 3, 2, 1426, 19, 4, 175, 12326, 4, 2714]"
betapa tumpul garis komando presiden mantan jenderal enas,Negatif,"[1634, 4579, 2192, 10701, 32, 1028, 1551, 12199]"
kagak om nama makan siang gratis motong anggar program,Positif,"[175, 202, 75, 1, 3, 2, 1426, 19, 4]"
sampean kemarin pilih program program makan siang gratis pura pura amnesia,Negatif,"[5012, 120, 46, 4, 4, 1, 3, 2, 1813, 1813, 11956]"
langkah ambil respons insiden sdn dukuh 03 sukoharjo jawa 40 siswa alami mual muntah konsumsi ayam dimarinasi menu makan siang gizi gratis,Netral,"[247, 133, 3550, 2631, 361, 5156, 1890, 1872, 658, 1339, 36, 2223, 1603, 1216, 798, 150, 11647, 25, 1, 3, 5, 2]"
makan siang gratis oke deh gas finansial orang tua like how they get a job give their children good lunch proper lunch,Positif,"[1, 3, 2, 219, 114, 267, 1559, 11, 101, 1272, 1883, 1672, 1851, 419, 1514, 4487, 2698, 7659, 1593, 719, 842, 719]"
sih kentot botak nasi kotak lokasi syuting makan siang gratis program perintah notabene biaya ya pajak ya beda idiot,Netral,"[10, 5349, 242, 30, 143, 537, 229, 1, 3, 2, 4, 13, 11305, 57, 6, 34, 6, 74, 1970]"
makan penjara makan siang gratis,Netral,"[1, 573, 1, 3, 2]"
keluarga cari adil eh duga laku utama ya lantik pimpin gara gara 58 orang dongo indonesia giur makan siang gratis nyata ya makan anjing layak ketimbang program,Netral,"[139, 99, 672, 126, 819, 292, 273, 6, 1697, 260, 482, 482, 324, 11, 943, 14, 2251, 1, 3, 2, 138, 6, 1, 307, 88, 582, 4]"
ah sekolah biar makan siang gratis,Positif,"[509, 8, 41, 1, 3, 2]"
makan siang gratis uji nyali kocak kocak ikhlas janji,Positif,"[1, 3, 2, 196, 2673, 222, 222, 1030, 67]"
makan siang gratis kah,Positif,"[1, 3, 2, 144]"
nasi kotak artis mah beda dul makan siang gratis voba anak lo suruh coba makan gizi gratis lihat reaksi bilang enak lo tampar anak lo,Netral,"[30, 143, 184, 94, 74, 4103, 1, 3, 2, 9052, 7, 117, 65, 48, 1, 5, 2, 33, 1565, 42, 31, 117, 9053, 7, 117]"
prabowo mas gibran bu sri mulyani menteri sodorin makan gratis program makan siang gizi makan,Positif,"[21, 293, 178, 579, 1133, 1134, 183, 8347, 1, 2, 4, 1, 3, 5, 1]"
konsen debat makan siang gratis anggar prediksi anggar pangkas prabowo dukung kampanye sikeras anggar diplanning takut,Positif,"[3231, 485, 1, 3, 2, 19, 2059, 19, 590, 21, 24, 98, 4605, 19, 5186, 343]"
lanjur cinta americanonya point coffee,Positif,"[1206, 882, 7997, 964, 4491]"
respons isu isu nasional hubung makan siang gratis tbtb jabat publik gebrak takot bola liar sengaja lempar,Negatif,"[3550, 238, 238, 217, 1109, 1, 3, 2, 1907, 61, 535, 4189, 0, 1408, 1882, 1296, 1729]"
nikmat makan siang gizi gratis ya,Positif,"[220, 1, 3, 5, 2, 6]"
makan siang gratis,Positif,"[1, 3, 2]"
mohon maaf jabat tolong sanggup program makan gratis paksa keluh makan siang gratis kalang,Positif,"[733, 205, 61, 245, 657, 4, 1, 2, 112, 944, 1, 3, 2, 826]"
jabat potong gaji tunjang dll makan siang gratis bu,Netral,"[61, 122, 72, 208, 154, 1, 3, 2, 579]"
bentar negara islam abang zakat pakai makan siang gratis wkwk,Positif,"[1300, 22, 586, 172, 69, 28, 1, 3, 2, 171]"
makan siang gratis,Positif,"[1, 3, 2]"
kadang heran makan siang gratis makan sekolah makan siang gratis biaya ya kendala program mutu makan siang gratis makan pagi rumah kadang kadang sarap habis makan ngantuk,Positif,"[455, 649, 1, 3, 2, 1, 8, 1, 3, 2, 57, 6, 5191, 4, 924, 1, 3, 2, 1, 211, 76, 455, 455, 214, 87, 1, 3526]"
jaman surabaya trial program makan siang gratis gagal jalan lupa nama program,Negatif,"[372, 1004, 2553, 4, 1, 3, 2, 264, 40, 308, 75, 4]"
orang indonesia transparansi anggar makan siang gratis kah sekolah,Positif,"[11, 14, 817, 19, 1, 3, 2, 144, 8]"
