tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
Berkat infotainment 98 67% Ibu Ibu menjadikan pencapaian Mayangsari &amp; Nia Ramadhani sebagai prestasi yang harus ditiru anak perempuannya .,Berkat infotainment 98 67 Ibu Ibu menjadikan pencapaian Mayangsari amp Nia Ramadhani sebagai prestasi yang harus ditiru anak perempuannya,berkat infotainment 98 67 jadi capai mayangsari amp nia ramadhani prestasi tiru anak perempuan,berkat infotainment 98 67 jadi capai mayangsari amp nia ramadhani prestasi tiru anak perempuan,0,"['berkat', 'infotainment', '98', '67', 'jadi', 'capai', 'mayangsari', 'amp', 'nia', 'ramadhani', 'prestasi', 'tiru', 'anak', 'perempuan']","['berkat', 'infotainment', '98', '67', 'capai', 'mayangsari', 'amp', 'nia', 'ramadhani', 'prestasi', 'tiru', 'anak', 'perempuan']",berkat infotainment 98 67 capai mayangsari amp nia ramadhani prestasi tiru anak perempuan
<username> Naik seweknya Nyi Roro Kidul koh,username Naik seweknya Nyi Roro Kidul koh,username seweknya nyi roro kidul koh,username seweknya nyi roro kidul koh,0,"['username', 'seweknya', 'nyi', 'roro', 'kidul', 'koh']","['username', 'seweknya', 'nyi', 'roro', 'kidul', 'koh']",username seweknya nyi roro kidul koh
<username> Naik kereta kencana Nyi Roro Kidul,username Naik kereta kencana Nyi Roro Kidul,username kereta kencana nyi roro kidul,username kereta kencana nyi roro kidul,0,"['username', 'kereta', 'kencana', 'nyi', 'roro', 'kidul']","['username', 'kereta', 'kencana', 'nyi', 'roro', 'kidul']",username kereta kencana nyi roro kidul
Mereka bukan hanya mengingkari konsitusi tp juga mengingkari ketetapan tuhan <hashtag>,Mereka bukan hanya mengingkari konsitusi tp juga mengingkari ketetapan tuhan hashtag,ingkar konsitusi tp ingkar tetap tuhan hashtag,ingkar konsitusi tapi ingkar tetap tuhan hashtag,0,"['ingkar', 'konsitusi', 'tapi', 'ingkar', 'tetap', 'tuhan', 'hashtag']","['ingkar', 'konsitusi', 'ingkar', 'tuhan', 'hashtag']",ingkar konsitusi ingkar tuhan hashtag
Terima kasih Indonesia team sekalian yang main top legen . Beri peluang raja Malaysia angkat piala harini,Terima kasih Indonesia team sekalian yang main top legen Beri peluang raja Malaysia angkat piala harini,terima kasih indonesia team main top legen peluang raja malaysia angkat piala harini,terima kasih indonesia team main top legen peluang raja malaysia angkat piala harini,1,"['terima', 'kasih', 'indonesia', 'team', 'main', 'top', 'legen', 'peluang', 'raja', 'malaysia', 'angkat', 'piala', 'harini']","['terima', 'kasih', 'indonesia', 'team', 'main', 'top', 'legen', 'peluang', 'raja', 'malaysia', 'angkat', 'piala', 'harini']",terima kasih indonesia team main top legen peluang raja malaysia angkat piala harini
Ini knp ya ko tranding ??? <hashtag>,Ini knp ya ko tranding hashtag,knp ya ko tranding hashtag,kenapa ya kok tranding hashtag,0,"['kenapa', 'ya', 'kok', 'tranding', 'hashtag']","['ya', 'tranding', 'hashtag']",ya tranding hashtag
<username> <username> <username> <username> <username> Ok ... trims ya,username username username username username Ok trims ya,username username username username username ok trims ya,username username username username username ok ya,0,"['username', 'username', 'username', 'username', 'username', 'ok', 'ya']","['username', 'username', 'username', 'username', 'username', 'ok', 'ya']",username username username username username ok ya
bapak anies baswedan sudah menepati janjinya untuk menyediakan kolam bagi warga jakarta . Jadi yang bilang bapak anies tidak becus kerja coba di sentil hidungnya wkkwkwk,bapak anies baswedan sudah menepati janjinya untuk menyediakan kolam bagi warga jakarta Jadi yang bilang bapak anies tidak becus kerja coba di sentil hidungnya wkkwkwk,anies baswedan tepat janji sedia kolam warga jakarta bilang anies becus kerja coba sentil hidung wkkwkwk,anies baswedan tepat janji sedia kolam warga jakarta bilang anies becus kerja coba sentil hidung wkkwkwk,1,"['anies', 'baswedan', 'tepat', 'janji', 'sedia', 'kolam', 'warga', 'jakarta', 'bilang', 'anies', 'becus', 'kerja', 'coba', 'sentil', 'hidung', 'wkkwkwk']","['anies', 'baswedan', 'janji', 'sedia', 'kolam', 'warga', 'jakarta', 'bilang', 'anies', 'becus', 'kerja', 'coba', 'sentil', 'hidung', 'wkkwkwk']",anies baswedan janji sedia kolam warga jakarta bilang anies becus kerja coba sentil hidung wkkwkwk
Buat yg UNBK hari ini semangat berjuangnya dan saya masi perjuangin kamu kok biar kita sama2 berjuang :) <hashtag>,Buat yg UNBK hari ini semangat berjuangnya dan saya masi perjuangin kamu kok biar kita sama2 berjuang hashtag,yg unbk semangat juang mas perjuangin biar sama2 juang hashtag,yang unbk semangat juang mas perjuangin biar juang hashtag,0,"['yang', 'unbk', 'semangat', 'juang', 'mas', 'perjuangin', 'biar', 'juang', 'hashtag']","['unbk', 'semangat', 'juang', 'mas', 'perjuangin', 'biar', 'juang', 'hashtag']",unbk semangat juang mas perjuangin biar juang hashtag
jadi gini ..Belum ada Kartu Pra Kerja saja Pak <username> sdh bisa menurunkan angka kemiskinan sejauh ini . Apalagi nanti,jadi gini Belum ada Kartu Pra Kerja saja Pak username sdh bisa menurunkan angka kemiskinan sejauh ini Apalagi nanti,gin kartu pra kerja username sdh turun angka miskin,gin kartu pra kerja username sudah turun angka miskin,0,"['gin', 'kartu', 'pra', 'kerja', 'username', 'sudah', 'turun', 'angka', 'miskin']","['gin', 'kartu', 'pra', 'kerja', 'username', 'turun', 'angka', 'miskin']",gin kartu pra kerja username turun angka miskin
Teladan rekonsiliasi . Jokowi Prabowo bertemulah <hashtag> <hashtag>,Teladan rekonsiliasi Jokowi Prabowo bertemulah hashtag hashtag,teladan rekonsiliasi jokowi prabowo tulah hashtag hashtag,teladan rekonsiliasi jokowi prabowo tulah hashtag hashtag,0,"['teladan', 'rekonsiliasi', 'jokowi', 'prabowo', 'tulah', 'hashtag', 'hashtag']","['teladan', 'rekonsiliasi', 'jokowi', 'prabowo', 'tulah', 'hashtag', 'hashtag']",teladan rekonsiliasi jokowi prabowo tulah hashtag hashtag
<username> BPJS . Budget pas pas an jiwa sosialita,username BPJS Budget pas pas an jiwa sosialita,username bpjs budget pas pas an jiwa sosialita,username bpjs budget pas pas an jiwa sosialita,0,"['username', 'bpjs', 'budget', 'pas', 'pas', 'an', 'jiwa', 'sosialita']","['username', 'bpjs', 'budget', 'pas', 'pas', 'an', 'jiwa', 'sosialita']",username bpjs budget pas pas an jiwa sosialita
Membela kaum yang lemah katanyaâ€¦ Pro wong cilik katanyaâ€¦ . Merangkul masyarakat bawah katanyaâ€¦ Tapi kok buktinya malah suka memaki-maki kalangan bawah? <hashtag>,Membela kaum yang lemah katanyaâ Pro wong cilik katanyaâ Merangkul masyarakat bawah katanyaâ Tapi kok buktinya malah suka memakimaki kalangan bawah hashtag,bela kaum lemah kata pro cilik kata rangkul masyarakat kata bukti suka memakimaki kalang hashtag,bela kaum lemah kata pro cilik kata rangkul masyarakat kata bukti suka memakimaki kalang hashtag,0,"['bela', 'kaum', 'lemah', 'kata', 'pro', 'cilik', 'kata', 'rangkul', 'masyarakat', 'kata', 'bukti', 'suka', 'memakimaki', 'kalang', 'hashtag']","['bela', 'kaum', 'lemah', 'pro', 'cilik', 'rangkul', 'masyarakat', 'bukti', 'suka', 'memakimaki', 'kalang', 'hashtag']",bela kaum lemah pro cilik rangkul masyarakat bukti suka memakimaki kalang hashtag
Tuan <username> memang luar biasa . Selain suka menghina Kyai ternyata suka bohong . Bahkan ada info soal hoax Sarumpaet dibelakangnya si <hashtag> ini ..,Tuan username memang luar biasa Selain suka menghina Kyai ternyata suka bohong Bahkan ada info soal hoax Sarumpaet dibelakangnya si hashtag ini,tuan username suka hina kyai suka bohong info hoax sarumpaet belakang si hashtag,tuan username suka hina kyai suka bohong info hoax sarumpaet belakang sih hashtag,1,"['tuan', 'username', 'suka', 'hina', 'kyai', 'suka', 'bohong', 'info', 'hoax', 'sarumpaet', 'belakang', 'sih', 'hashtag']","['tuan', 'username', 'suka', 'hina', 'kyai', 'suka', 'bohong', 'info', 'hoax', 'sarumpaet', 'sih', 'hashtag']",tuan username suka hina kyai suka bohong info hoax sarumpaet sih hashtag
Ada wacana cadar dan celansla cingkrang di larang ... Haha <link>,Ada wacana cadar dan celansla cingkrang di larang Haha link,wacana cadar celansla cingkrang larang haha link,wacana cadar celansla cingkrang larang haha link,0,"['wacana', 'cadar', 'celansla', 'cingkrang', 'larang', 'haha', 'link']","['wacana', 'cadar', 'celansla', 'cingkrang', 'larang', 'haha', 'link']",wacana cadar celansla cingkrang larang haha link
Pertemuan yg sangat menyejukkan .Selamat pJokoWi Selamat pPrabowo anda layak disebut Pahlawan Pemersatu Bangsa <hashtag>,Pertemuan yg sangat menyejukkan Selamat pJokoWi Selamat pPrabowo anda layak disebut Pahlawan Pemersatu Bangsa hashtag,temu yg sejuk selamat pjokowi selamat pprabowo layak pahlawan satu bangsa hashtag,temu yang sejuk selamat pjokowi selamat pprabowo layak pahlawan satu bangsa hashtag,0,"['temu', 'yang', 'sejuk', 'selamat', 'pjokowi', 'selamat', 'pprabowo', 'layak', 'pahlawan', 'satu', 'bangsa', 'hashtag']","['temu', 'sejuk', 'selamat', 'pjokowi', 'selamat', 'pprabowo', 'layak', 'pahlawan', 'bangsa', 'hashtag']",temu sejuk selamat pjokowi selamat pprabowo layak pahlawan bangsa hashtag
NU tidak pernah mengklaim mewakili segenap ummat Muslim . NU justru sering diklaim oleh sebagian orang yang kurang percaya diri .,NU tidak pernah mengklaim mewakili segenap ummat Muslim NU justru sering diklaim oleh sebagian orang yang kurang percaya diri,nu klaim wakil segenap ummat muslim nu klaim orang percaya,nu klaim wakil segenap ummat muslim nu klaim orang percaya,1,"['nu', 'klaim', 'wakil', 'segenap', 'ummat', 'muslim', 'nu', 'klaim', 'orang', 'percaya']","['nu', 'klaim', 'wakil', 'segenap', 'ummat', 'muslim', 'nu', 'klaim', 'orang', 'percaya']",nu klaim wakil segenap ummat muslim nu klaim orang percaya
<username> Iya Dasar Kadrun Ã°Å¸ËœÅ <hashtag>,username Iya Dasar Kadrun ÃÅËœÅ hashtag,username iya dasar kadrun  hashtag,username iya dasar kadrun hashtag,0,"['username', 'iya', 'dasar', 'kadrun', 'hashtag']","['username', 'iya', 'dasar', 'kadrun', 'hashtag']",username iya dasar kadrun hashtag
Sejarah baru DKI berkat Gabener Seiman Rasa Pesinden. <hashtag> <hashtag>,Sejarah baru DKI berkat Gabener Seiman Rasa Pesinden hashtag hashtag,sejarah dki berkat gabener iman sinden hashtag hashtag,sejarah dki berkat gabener iman sinden hashtag hashtag,1,"['sejarah', 'dki', 'berkat', 'gabener', 'iman', 'sinden', 'hashtag', 'hashtag']","['sejarah', 'dki', 'berkat', 'gabener', 'iman', 'sinden', 'hashtag', 'hashtag']",sejarah dki berkat gabener iman sinden hashtag hashtag
"Emang warbiyasak, gabener <hashtag> sejarah mencatat. Tahun 2020, January-Februari sdh terjadi 6x banjir, ngalahin demo yg berjilid-jilid itu.Wajah menyeringai Gubernur di daerah manapun blm bisa menyaingi prestasi bliyo <username> ini.",Emang warbiyasak gabener hashtag sejarah mencatat Tahun 2020 JanuaryFebruari sdh terjadi 6x banjir ngalahin demo yg berjilidjilid ituWajah menyeringai Gubernur di daerah manapun blm bisa menyaingi prestasi bliyo username ini,emang warbiyasak gabener hashtag sejarah catat 2020 januaryfebruari sdh 6x banjir ngalahin demo yg berjilidjilid ituwajah seringai gubernur daerah mana blm saing prestasi bliyo username,memang warbiyasak gabener hashtag sejarah catat 2020 januaryfebruari sudah 6x banjir mengalahkan demo yang berjilidjilid ituwajah seringai gubernur daerah mana belum saing prestasi bliyo username,1,"['memang', 'warbiyasak', 'gabener', 'hashtag', 'sejarah', 'catat', '2020', 'januaryfebruari', 'sudah', '6x', 'banjir', 'mengalahkan', 'demo', 'yang', 'berjilidjilid', 'ituwajah', 'seringai', 'gubernur', 'daerah', 'mana', 'belum', 'saing', 'prestasi', 'bliyo', 'username']","['warbiyasak', 'gabener', 'hashtag', 'sejarah', 'catat', '2020', 'januaryfebruari', '6x', 'banjir', 'mengalahkan', 'demo', 'berjilidjilid', 'ituwajah', 'seringai', 'gubernur', 'daerah', 'saing', 'prestasi', 'bliyo', 'username']",warbiyasak gabener hashtag sejarah catat 2020 januaryfebruari 6x banjir kalah demo berjilidjilid ituwajah seringai gubernur daerah saing prestasi bliyo username
Indonesia kan unggul dengan Esemka Romo . Pas kampanye beliau sih zaman dulu . Hehe Maaf <hashtag> :-),Indonesia kan unggul dengan Esemka Romo Pas kampanye beliau sih zaman dulu Hehe Maaf hashtag,indonesia unggul esemka romo pas kampanye beliau sih zaman hehe maaf hashtag,indonesia unggul esemka romo pas kampanye beliau sih zaman hehe maaf hashtag,1,"['indonesia', 'unggul', 'esemka', 'romo', 'pas', 'kampanye', 'beliau', 'sih', 'zaman', 'hehe', 'maaf', 'hashtag']","['indonesia', 'unggul', 'esemka', 'romo', 'pas', 'kampanye', 'beliau', 'sih', 'zaman', 'hehe', 'maaf', 'hashtag']",indonesia unggul esemka romo pas kampanye beliau sih zaman hehe maaf hashtag
Arif Satria terdorong terus berbuat untuk kemajuan IPB . <link>,Arif Satria terdorong terus berbuat untuk kemajuan IPB link,arif satria dorong buat maju ipb link,arif satria dorong buat maju ipb link,0,"['arif', 'satria', 'dorong', 'buat', 'maju', 'ipb', 'link']","['arif', 'satria', 'dorong', 'maju', 'ipb', 'link']",arif satria dorong maju ipb link
Tahuuuu bulat . Enakenakenakenakenak <hashtag>,Tahuuuu bulat Enakenakenakenakenak hashtag,tahuuuu bulat enakenakenakenakenak hashtag,tahuuuu bulat enakenakenakenakenak hashtag,0,"['tahuuuu', 'bulat', 'enakenakenakenakenak', 'hashtag']","['tahuuuu', 'bulat', 'enakenakenakenakenak', 'hashtag']",tahuuuu bulat enakenakenakenakenak hashtag
Menyambut Siti Aisyah . Teruslah memberikan yang terbaik untuk bangsa . <username> <hashtag>,Menyambut Siti Aisyah Teruslah memberikan yang terbaik untuk bangsa username hashtag,sambut siti aisyah terus baik bangsa username hashtag,sambut siti aisyah terus baik bangsa username hashtag,0,"['sambut', 'siti', 'aisyah', 'terus', 'baik', 'bangsa', 'username', 'hashtag']","['sambut', 'siti', 'aisyah', 'bangsa', 'username', 'hashtag']",sambut siti aisyah bangsa username hashtag
Cara memulai adalah dengan berhenti berbicara dan mulai melakukan . <hashtag>,Cara memulai adalah dengan berhenti berbicara dan mulai melakukan hashtag,henti bicara hashtag,henti bicara hashtag,0,"['henti', 'bicara', 'hashtag']","['henti', 'bicara', 'hashtag']",henti bicara hashtag
pada ngapain si lempar botol lempar batu seharusnya tuh mikir kasian anak istri dirumah lah situ enak dateng demo dikasih nasbung lah anak istri dirumah mau makan apa? sejuta kerinduan? <hashtag>,pada ngapain si lempar botol lempar batu seharusnya tuh mikir kasian anak istri dirumah lah situ enak dateng demo dikasih nasbung lah anak istri dirumah mau makan apa sejuta kerinduan hashtag,ngapain si lempar botol lempar batu tuh mikir kasi anak istri rumah situ enak dateng demo kasih nasbung anak istri rumah makan juta rindu hashtag,mengapai sih lempar botol lempar batu tuh mikir kasih anak istri rumah situ enak datang demo kasih nasbung anak istri rumah makan juta rindu hashtag,0,"['mengapai', 'sih', 'lempar', 'botol', 'lempar', 'batu', 'tuh', 'mikir', 'kasih', 'anak', 'istri', 'rumah', 'situ', 'enak', 'datang', 'demo', 'kasih', 'nasbung', 'anak', 'istri', 'rumah', 'makan', 'juta', 'rindu', 'hashtag']","['mengapai', 'sih', 'lempar', 'botol', 'lempar', 'batu', 'tuh', 'mikir', 'kasih', 'anak', 'istri', 'rumah', 'situ', 'enak', 'demo', 'kasih', 'nasbung', 'anak', 'istri', 'rumah', 'makan', 'juta', 'rindu', 'hashtag']",kapai sih lempar botol lempar batu tuh mikir kasih anak istri rumah situ enak demo kasih nasbung anak istri rumah makan juta rindu hashtag
<username> mana mungkin mau dia kan kaum KW keahliannya hanya qalam qalam doank,username mana mungkin mau dia kan kaum KW keahliannya hanya qalam qalam doank,username kaum kw ahli qalam qalam doank,username kaum kau ahli qalam qalam doang,0,"['username', 'kaum', 'kau', 'ahli', 'qalam', 'qalam', 'doang']","['username', 'kaum', 'kau', 'ahli', 'qalam', 'qalam', 'doang']",username kaum kau ahli qalam qalam doang
Kenapa <hashtag> .. Aku kasih ini aja deh <link>,Kenapa hashtag Aku kasih ini aja deh link,hashtag kasih aja deh link,hashtag kasih saja deh link,0,"['hashtag', 'kasih', 'saja', 'deh', 'link']","['hashtag', 'kasih', 'deh', 'link']",hashtag kasih deh link
<username> <username> Aku Bangga jadi Alumni UGM karena JOKOWI Aku Malu jadi Alumni UGM karena ANIES dan AMIEN . PAHAM ???,username username Aku Bangga jadi Alumni UGM karena JOKOWI Aku Malu jadi Alumni UGM karena ANIES dan AMIEN PAHAM,username username bangga alumni ugm jokowi malu alumni ugm anies amien paham,username username bangga alumni ugm jokowi malu alumni ugm anies amien paham,1,"['username', 'username', 'bangga', 'alumni', 'ugm', 'jokowi', 'malu', 'alumni', 'ugm', 'anies', 'amien', 'paham']","['username', 'username', 'bangga', 'alumni', 'ugm', 'jokowi', 'malu', 'alumni', 'ugm', 'anies', 'amien', 'paham']",username username bangga alumni ugm jokowi malu alumni ugm anies amien paham
Memang bola tak punya hati tapi soal membahagiakan dia lebih hebat darimu ðŸ˜ðŸ‘ðŸ‘<hashtag>,Memang bola tak punya hati tapi soal membahagiakan dia lebih hebat darimu ðŸðŸðŸhashtag,bola hati bahagia hebat dari hashtag,bola hati bahagia hebat dari hashtag,0,"['bola', 'hati', 'bahagia', 'hebat', 'dari', 'hashtag']","['bola', 'hati', 'bahagia', 'hebat', 'hashtag']",bola hati bahagia hebat hashtag
<username> Uwu banget tapi yang ngelempar botol kok goblok?!,username Uwu banget tapi yang ngelempar botol kok goblok,username uwu banget ngelempar botol goblok,username uwu banget ngelempar botol goblok,0,"['username', 'uwu', 'banget', 'ngelempar', 'botol', 'goblok']","['username', 'uwu', 'banget', 'ngelempar', 'botol', 'goblok']",username uwu banget ngelempar botol goblok
Terima kasih bapak Gub Anies .. baru di sadari kerja sebagai gubernur DKI ternyata tidak semudah berkata kata dan teori yang belum nyata ..harap semangat bapak dan agar buang ego yang tidak perlu .. kehebatan bapak akan berhasil pabila teruskan kerja yang baik dari pendahulu,Terima kasih bapak Gub Anies baru di sadari kerja sebagai gubernur DKI ternyata tidak semudah berkata kata dan teori yang belum nyata harap semangat bapak dan agar buang ego yang tidak perlu kehebatan bapak akan berhasil pabila teruskan kerja yang baik dari pendahulu,terima kasih gub anies sadar kerja gubernur dki mudah teori nyata harap semangat buang ego hebat hasil pabila terus kerja dahulu,terima kasih gub anies sadar kerja gubernur dki mudah teori nyata harap semangat buang ego hebat hasil pabila terus kerja dahulu,1,"['terima', 'kasih', 'gub', 'anies', 'sadar', 'kerja', 'gubernur', 'dki', 'mudah', 'teori', 'nyata', 'harap', 'semangat', 'buang', 'ego', 'hebat', 'hasil', 'pabila', 'terus', 'kerja', 'dahulu']","['terima', 'kasih', 'gub', 'anies', 'sadar', 'kerja', 'gubernur', 'dki', 'mudah', 'teori', 'nyata', 'harap', 'semangat', 'buang', 'ego', 'hebat', 'hasil', 'pabila', 'kerja']",terima kasih gub anies sadar kerja gubernur dki mudah teori nyata harap semangat buang ego hebat hasil pabila kerja
